class	slot	title	description	required	range	any_of	minimum_value	maximum_value	multivalued	enum	permissible_value	title	description	meaning
>class	slot	title	description	required	range	any_of	minimum_value	maximum_value	multivalued	enum	permissible_value	title	description	meaning
